applicant_id,credit_score,monthly_income,monthly_rent,employment_type,employment_verified,income_verified,rental_history_years,previous_evictions,property_type,bedrooms,bathrooms,square_feet,property_age_years,city,furnished,pets_allowed,parking_spaces,lease_term_months,market_median_rent,local_unemployment_rate,inflation_rate,move_in_date,default_flag
10162,742,93751,40722,Full-time,1,1,3,0,Villa,1,2,1044,1,Pune,1,1,1,24,37765,3.71277998479849,9.569521474547713,2022-03-22 12:00:00,0
10163,772,87011,10531,Part-time,1,1,1,0,Apartment,2,3,857,11,Hyderabad,0,0,0,12,24054,2.094396086853463,5.621978824041109,2022-03-23 00:00:00,0
10164,614,31961,60753,Full-time,1,1,0,0,Condo,2,2,1000,18,Hyderabad,0,0,0,36,25151,4.677487420168768,5.785302626676925,2022-03-23 12:00:00,1
10165,757,16139,35008,Full-time,1,1,10,1,Studio,2,1,760,7,Delhi,0,0,1,12,26429,2.275369037204683,4.644397242544012,2022-03-24 00:00:00,0
10166,713,10729,11795,Self-employed,0,1,0,0,Condo,1,1,924,6,Mumbai,0,0,0,12,20371,2.5688003297411814,6.014468323797916,2022-03-24 12:00:00,0
10167,745,20679,10549,Part-time,1,1,1,0,Apartment,1,1,300,5,Delhi,1,0,0,12,22568,1.1358357163065729,5.218005712106186,2022-03-25 00:00:00,0
10168,831,59891,19980,Self-employed,0,1,8,0,Villa,1,1,300,25,Hyderabad,1,0,0,12,27840,3.848969705708485,5.815978539078017,2022-03-25 12:00:00,0
10169,660,19348,8212,Freelance,1,1,0,2,Apartment,1,1,810,21,Hyderabad,0,0,2,36,26303,1.0,5.242776373425981,2022-03-26 00:00:00,0
10170,619,167185,15617,Self-employed,0,0,0,0,Condo,3,1,819,20,Delhi,0,0,1,12,25265,3.686904501930208,6.955936016668622,2022-03-26 12:00:00,1
10171,608,119677,46266,Freelance,0,0,2,0,Studio,1,2,1194,39,Delhi,0,0,1,12,21922,3.1203412523277243,3.3954468094119883,2022-03-27 00:00:00,0
10172,614,36339,20491,Freelance,1,1,4,0,Apartment,3,1,370,13,Hyderabad,0,0,0,24,27780,7.8980785673037825,6.685053308562013,2022-03-27 12:00:00,0
10173,673,25097,78121,Freelance,0,1,1,0,Apartment,1,2,912,1,Delhi,1,0,1,12,21206,1.5974753108805135,6.074159789810884,2022-03-28 00:00:00,0
10174,707,23032,10520,Full-time,1,0,5,0,Studio,2,2,880,8,Bangalore,0,1,0,12,25984,4.4874629886317,6.31913609336417,2022-03-28 12:00:00,0
10175,702,130444,24751,Self-employed,1,1,1,0,Apartment,1,1,692,12,Bangalore,0,1,0,12,29255,5.594219464646985,4.726454426250964,2022-03-29 00:00:00,0
10176,746,21474,12423,Freelance,1,1,2,0,Studio,3,1,584,1,Pune,1,1,2,12,21183,1.5326413997295325,5.782280248599458,2022-03-29 12:00:00,0
10177,681,76687,15600,Freelance,1,1,0,0,Apartment,2,2,485,0,Mumbai,0,0,1,12,24961,2.6412915795139655,5.43793655216089,2022-03-30 00:00:00,0
10178,796,36954,25596,Self-employed,1,1,14,0,Studio,1,1,477,18,Hyderabad,1,0,2,12,17973,10.14382464002071,5.626651713966001,2022-03-30 12:00:00,0
10179,658,64270,10790,Part-time,0,1,4,1,Villa,1,2,1131,7,Delhi,0,0,2,36,26312,4.459267602789161,5.4065574293391885,2022-03-31 00:00:00,0
10180,850,18838,9862,Part-time,0,1,0,0,Studio,1,2,780,1,Delhi,0,0,0,6,16221,4.369484891490877,5.719282526112158,2022-03-31 12:00:00,1
10181,730,27824,13015,Part-time,1,1,7,0,Studio,2,2,689,5,Pune,0,0,1,12,27987,1.3315239844301123,6.217003349980674,2022-04-01 00:00:00,0
10182,611,35619,12374,Full-time,1,0,4,0,Condo,2,2,452,10,Bangalore,1,0,0,6,27942,3.9467613132096995,5.865145139530936,2022-04-01 12:00:00,0
10183,594,21914,8894,Freelance,1,1,0,0,Apartment,1,1,630,14,Delhi,0,0,2,12,17616,4.104679206658341,4.631796059899795,2022-04-02 00:00:00,0
10184,718,98654,49575,Full-time,1,1,0,0,Apartment,1,1,891,0,Delhi,0,0,0,24,34066,5.90122577658375,4.989157720443187,2022-04-02 12:00:00,0
10185,662,19703,14578,Full-time,1,1,0,0,Studio,2,1,416,15,Delhi,1,0,2,12,28915,4.104836777269052,6.658045730679159,2022-04-03 00:00:00,0
10186,737,22888,32244,Freelance,1,1,4,0,Villa,1,1,592,0,Delhi,0,0,2,12,24626,2.5694615067126736,6.7904438148902155,2022-04-03 12:00:00,0
10187,717,107684,30666,Self-employed,1,1,1,0,Condo,2,1,944,16,Pune,0,0,1,12,28116,5.045238410934113,5.524843972917756,2022-04-04 00:00:00,0
10188,674,92220,36954,Full-time,1,1,4,0,Apartment,2,2,1200,29,Delhi,1,1,1,12,28552,2.661944718711945,5.059714403475887,2022-04-04 12:00:00,0
10189,612,129363,7079,Freelance,1,1,3,0,Villa,2,2,1312,9,Hyderabad,0,0,0,36,27266,3.5883928263308214,4.001487542967431,2022-04-05 00:00:00,0
10190,558,7890,14120,Full-time,1,1,1,0,Apartment,2,3,758,0,Pune,0,0,2,12,28275,3.00432536529794,6.495794356294034,2022-04-05 12:00:00,0
10191,644,42641,29166,Part-time,1,1,1,0,Villa,1,2,555,5,Pune,0,0,1,12,29166,3.060481263558044,3.722185768980993,2022-04-06 00:00:00,1
10192,748,39035,11722,Self-employed,1,0,0,0,Studio,2,1,466,10,Mumbai,0,0,0,12,24197,8.96116979384276,3.3282488105624255,2022-04-06 12:00:00,0
10193,697,23170,51098,Freelance,1,1,1,0,Condo,1,1,300,17,Mumbai,1,0,0,12,38739,6.337158165049086,4.094577870719898,2022-04-07 00:00:00,0
10194,580,47078,7633,Part-time,1,1,3,0,Apartment,2,1,1257,3,Hyderabad,0,1,0,12,31040,3.7966134034631134,7.282517138676081,2022-04-07 12:00:00,0
10195,693,28080,32026,Full-time,1,1,2,0,Studio,2,1,1005,3,Mumbai,0,0,0,12,21359,1.4841183233374275,4.029881025072085,2022-04-08 00:00:00,0
10196,710,41340,13193,Self-employed,1,1,0,0,Apartment,4,1,484,2,Pune,0,1,2,12,18054,1.9361350100674932,5.277443821789686,2022-04-08 12:00:00,0
10197,609,500000,37626,Part-time,1,0,2,0,Villa,3,1,1393,24,Pune,0,0,2,12,23086,5.318211074843527,6.115505062117594,2022-04-09 00:00:00,1
10198,692,46803,21779,Self-employed,1,1,0,0,Condo,2,1,1061,5,Delhi,0,0,0,24,23659,5.066312445404622,3.956677621753819,2022-04-09 12:00:00,0
10199,684,48402,9978,Self-employed,1,1,10,0,Condo,2,2,660,7,Mumbai,0,0,1,12,30274,3.057752083029709,5.824012878016174,2022-04-10 00:00:00,0
10200,588,70050,32014,Self-employed,1,1,1,0,Studio,2,1,957,7,Delhi,0,0,2,12,34441,4.92398369691177,4.011943865275063,2022-04-10 12:00:00,0
10201,708,41961,5378,Full-time,1,1,0,0,Apartment,1,2,1074,0,Delhi,0,0,0,12,33953,6.100945995889058,5.812500210304791,2022-04-11 00:00:00,0
10202,724,15086,14136,Freelance,1,0,5,0,Studio,2,2,602,4,Mumbai,0,0,1,12,27414,2.8380609768566556,5.347960886902057,2022-04-11 12:00:00,1
10203,766,9726,13107,Full-time,1,1,1,0,Studio,2,3,1170,24,Mumbai,0,1,1,24,30303,5.64192303671954,5.793987048130744,2022-04-12 00:00:00,0
10204,764,35474,24405,Self-employed,1,1,0,0,Apartment,2,2,1164,2,Bangalore,1,0,1,12,26082,1.0,5.688192504833329,2022-04-12 12:00:00,0
10205,569,29281,3000,Full-time,1,1,0,0,Studio,2,2,300,0,Delhi,0,0,2,12,23007,1.0844872476824112,5.93518444586701,2022-04-13 00:00:00,0
10206,604,7548,21231,Self-employed,1,1,1,0,Studio,3,1,1008,3,Delhi,0,0,2,12,26895,2.5368284820505815,6.291858649393922,2022-04-13 12:00:00,0
10207,721,133721,23409,Full-time,1,1,0,0,Villa,2,2,1479,0,Mumbai,0,0,1,12,21984,4.665721217786236,6.80977029598149,2022-04-14 00:00:00,0
10208,721,39561,10342,Freelance,1,1,1,0,Studio,4,1,500,3,Bangalore,0,1,0,12,21188,5.737787528425408,6.030707533962749,2022-04-14 12:00:00,0
10209,721,114869,14578,Full-time,1,1,3,0,Condo,2,1,300,4,Delhi,0,0,1,12,21038,5.014199802605759,5.933667642174188,2022-04-15 00:00:00,0
10210,850,6090,18482,Self-employed,1,1,2,0,Studio,2,1,1377,0,Hyderabad,0,0,0,12,24519,1.601614925282115,5.846402029853364,2022-04-15 12:00:00,1
10211,725,116633,34973,Self-employed,1,1,0,0,Apartment,2,1,958,0,Delhi,1,1,1,6,22102,4.410479046030712,6.0642993882174405,2022-04-16 00:00:00,0
10212,770,24632,3962,Freelance,0,1,3,0,Condo,1,3,612,0,Delhi,1,0,1,12,24444,3.7091406615504954,5.545039493629134,2022-04-16 12:00:00,0
10213,756,99441,17325,Part-time,0,1,0,0,Condo,1,1,893,11,Bangalore,0,0,1,36,18590,7.780283215036704,6.7031889766856905,2022-04-17 00:00:00,0
10214,732,43126,25231,Self-employed,1,1,0,0,Villa,3,2,1234,16,Mumbai,0,0,1,12,29970,3.3710937180098504,5.150576820539945,2022-04-17 12:00:00,1
10215,654,52187,27941,Part-time,1,1,2,0,Apartment,2,1,1200,23,Hyderabad,1,1,1,12,27113,6.341017582012149,6.695034938773395,2022-04-18 00:00:00,1
10216,740,52240,15475,Self-employed,1,0,1,0,Villa,2,2,693,1,Pune,0,0,1,36,11893,9.811811857151895,6.854283493965155,2022-04-18 12:00:00,0
10217,618,25845,26946,Self-employed,1,1,1,0,Villa,1,1,1079,9,Pune,1,0,0,36,25570,5.409850423909155,5.972094877710489,2022-04-19 00:00:00,0
10218,661,21650,17128,Part-time,1,1,0,0,Condo,1,2,741,4,Delhi,0,0,2,36,21632,5.758242567661527,3.08191720982071,2022-04-19 12:00:00,0
10219,641,27202,39687,Full-time,0,1,6,0,Apartment,1,2,1480,3,Bangalore,0,1,1,12,14202,2.6543656434847493,5.375012850524847,2022-04-20 00:00:00,0
10220,686,11186,10050,Full-time,1,0,2,0,Apartment,3,3,1185,5,Pune,0,1,1,24,24444,1.4705987798929758,4.549258872380108,2022-04-20 12:00:00,0
10221,850,24721,11339,Freelance,0,1,5,0,Villa,3,1,1306,24,Hyderabad,0,1,1,36,20301,5.441236193201215,5.99020252525249,2022-04-21 00:00:00,0
10222,530,20797,24911,Self-employed,1,1,5,0,Condo,2,2,1899,3,Hyderabad,0,1,1,6,27302,5.040529121719656,7.617288900048681,2022-04-21 12:00:00,0
10223,734,10973,28351,Full-time,1,1,2,0,Condo,4,1,473,32,Hyderabad,1,0,0,12,23207,4.541627234344863,6.17182331995887,2022-04-22 00:00:00,1
10224,550,52414,25632,Freelance,0,1,2,0,Studio,3,1,1030,11,Bangalore,1,1,1,12,24305,6.0598833142767345,5.589780780997772,2022-04-22 12:00:00,0
10225,642,36540,13386,Part-time,1,1,0,0,Studio,2,1,1427,10,Pune,1,0,0,24,27199,7.017884808181802,5.751126715559406,2022-04-23 00:00:00,0
10226,767,44215,13534,Full-time,1,1,1,0,Condo,1,2,472,16,Pune,0,1,1,12,25319,4.8451098945236915,2.4290251982600175,2022-04-23 12:00:00,0
10227,685,63447,17881,Part-time,1,1,3,0,Villa,4,1,1091,0,Mumbai,0,0,1,12,25090,6.528514114928267,4.786090509349488,2022-04-24 00:00:00,0
10228,593,30022,8339,Freelance,1,1,1,0,Studio,2,3,1105,11,Hyderabad,1,0,1,12,31646,3.0738360640165103,5.601099127335997,2022-04-24 12:00:00,0
10229,622,17137,10182,Full-time,0,1,4,0,Apartment,1,1,876,18,Hyderabad,0,1,1,12,26196,3.6395545638505276,2.1903908099471154,2022-04-25 00:00:00,0
10230,734,46311,50161,Freelance,1,1,0,0,Condo,1,1,851,1,Delhi,1,1,0,12,26777,3.355490269340045,3.3868467576393106,2022-04-25 12:00:00,0
10231,621,5000,16050,Freelance,1,1,6,0,Studio,2,1,913,1,Delhi,0,0,0,12,19219,6.003575982404597,5.6887157858693875,2022-04-26 00:00:00,0
10232,697,33307,12495,Part-time,1,1,1,0,Apartment,3,1,910,7,Delhi,0,1,0,12,27758,2.592487175825781,7.1152420199631115,2022-04-26 12:00:00,0
10233,683,66979,12021,Self-employed,1,1,0,0,Villa,2,1,991,16,Bangalore,1,0,0,6,27056,3.415356843217863,5.048044975594589,2022-04-27 00:00:00,0
10234,627,83913,22105,Part-time,1,1,2,0,Apartment,4,2,820,1,Hyderabad,0,0,0,12,24806,4.312172457824386,5.452419761232149,2022-04-27 12:00:00,0
10235,850,23776,78872,Freelance,1,1,1,0,Condo,2,1,1422,6,Hyderabad,0,0,0,12,24339,6.718320679547314,4.275840266285703,2022-04-28 00:00:00,0
10236,730,6044,40344,Full-time,0,1,1,0,Studio,2,1,911,0,Delhi,1,1,0,24,30136,7.771369517689694,7.410334720998343,2022-04-28 12:00:00,0
10237,517,5000,7209,Full-time,1,0,0,0,Condo,1,2,1240,1,Delhi,0,0,2,12,27488,1.9408011356173511,3.34620721507897,2022-04-29 00:00:00,0
10238,694,60502,44277,Part-time,0,1,3,0,Apartment,1,1,331,9,Pune,0,0,1,12,23512,2.9691949926929366,5.044442319312859,2022-04-29 12:00:00,0
10239,627,27359,10058,Part-time,1,0,4,0,Condo,1,2,799,16,Mumbai,1,0,0,12,24208,4.538578943386308,6.269828085616562,2022-04-30 00:00:00,0
10240,748,182378,11458,Part-time,1,0,0,0,Condo,2,2,701,9,Pune,0,0,2,6,19866,1.6103117208276867,3.8660248120780767,2022-04-30 12:00:00,0
10241,616,11744,13010,Freelance,1,1,2,0,Villa,2,1,880,6,Delhi,1,0,0,12,26207,5.0381173617736446,5.9707699411405875,2022-05-01 00:00:00,1
10242,670,47756,7925,Self-employed,0,0,8,0,Condo,2,2,983,1,Bangalore,0,1,2,12,24485,3.8515673440378335,7.853599993344986,2022-05-01 12:00:00,0
10243,720,137294,44359,Part-time,1,1,1,0,Condo,1,3,983,12,Pune,1,0,0,12,23287,9.30745977172692,8.108560218273903,2022-05-02 00:00:00,0
10244,749,42837,12017,Part-time,0,1,1,0,Apartment,1,2,668,2,Mumbai,1,0,0,12,25282,1.0,5.722488388193725,2022-05-02 12:00:00,0
10245,583,10162,4151,Full-time,1,1,1,0,Condo,1,1,300,11,Bangalore,1,0,1,12,20872,4.745978106685226,10.0,2022-05-03 00:00:00,0
10246,653,333730,9965,Freelance,1,1,0,0,Apartment,2,1,758,3,Pune,1,0,1,12,23958,5.681901624082902,5.170259623852578,2022-05-03 12:00:00,1
10247,642,128601,20707,Self-employed,0,0,0,1,Apartment,2,3,773,2,Pune,0,1,1,6,22240,5.871987090096523,9.412440254750436,2022-05-04 00:00:00,0
10248,627,30278,5409,Freelance,1,1,4,0,Condo,1,2,1281,0,Hyderabad,0,0,2,12,30554,3.951821551480808,3.732366577483804,2022-05-04 12:00:00,1
10249,821,69923,21782,Part-time,1,1,0,0,Apartment,1,2,473,20,Mumbai,1,0,1,12,29490,4.4367616737582285,7.051367769664365,2022-05-05 00:00:00,0
10250,712,70525,9683,Freelance,0,1,1,0,Condo,2,1,300,26,Bangalore,0,1,1,12,19452,4.294579125644784,7.382753019619427,2022-05-05 12:00:00,0
10251,579,60682,39391,Freelance,1,1,3,0,Condo,3,2,805,11,Hyderabad,1,0,1,12,26594,5.882414851510354,5.297595509662142,2022-05-06 00:00:00,0
10252,753,12023,24801,Full-time,1,1,3,0,Studio,1,2,916,14,Bangalore,0,1,0,12,22370,2.9132165501738636,4.6452081991883505,2022-05-06 12:00:00,0
10253,849,47066,19076,Full-time,1,1,1,0,Apartment,2,1,503,7,Pune,0,1,2,12,30311,5.938007897118458,4.872440773002708,2022-05-07 00:00:00,0
10254,762,116841,6097,Full-time,1,1,2,0,Condo,1,1,1444,5,Bangalore,0,1,0,12,18773,1.352826407440304,8.961414384760786,2022-05-07 12:00:00,0
10255,558,54372,7311,Self-employed,1,1,0,1,Villa,1,1,525,1,Hyderabad,0,0,1,12,27723,10.007511838348751,4.815983691216467,2022-05-08 00:00:00,0
10256,641,49897,12029,Freelance,1,1,0,0,Villa,1,1,1128,5,Bangalore,0,1,1,12,39410,3.0509810326884623,4.335440366131323,2022-05-08 12:00:00,0
10257,781,23636,15364,Freelance,1,1,0,0,Studio,1,1,923,18,Pune,0,0,0,12,34906,3.658856232084847,2.0,2022-05-09 00:00:00,0
10258,623,17620,52582,Freelance,1,1,2,0,Villa,1,1,710,2,Hyderabad,1,0,0,12,29153,5.829480840857927,4.856419666988319,2022-05-09 12:00:00,0
10259,715,10321,22189,Full-time,1,1,3,0,Apartment,2,1,840,9,Hyderabad,0,0,1,12,20618,2.7230777206380887,6.226791146892129,2022-05-10 00:00:00,0
10260,741,66567,13791,Part-time,1,1,0,0,Villa,3,1,1532,14,Bangalore,1,1,0,12,22567,1.0,6.114317306977593,2022-05-10 12:00:00,0
10261,605,30433,50642,Part-time,1,1,1,0,Condo,2,1,351,1,Mumbai,0,0,1,12,16756,5.399361086136325,6.287968035179612,2022-05-11 00:00:00,0
10262,675,12417,16930,Part-time,1,0,1,0,Condo,1,1,855,8,Hyderabad,1,1,1,12,19553,7.3599335766556075,5.113268587920674,2022-05-11 12:00:00,1
10263,420,79310,24443,Freelance,0,1,1,0,Condo,2,1,702,34,Hyderabad,0,1,1,6,21460,4.556647724972493,7.539805095558896,2022-05-12 00:00:00,0
10264,598,22707,53508,Self-employed,0,1,0,0,Condo,2,1,866,3,Delhi,0,0,2,12,29016,5.4493036672641395,6.270501009043375,2022-05-12 12:00:00,0
10265,659,18282,29780,Full-time,1,1,2,0,Villa,1,1,542,5,Hyderabad,0,0,0,12,31953,4.069009520404807,5.946096759437054,2022-05-13 00:00:00,1
10266,580,24416,24580,Freelance,1,1,2,0,Villa,2,1,966,17,Pune,1,0,1,12,23008,7.6411549661709754,2.0,2022-05-13 12:00:00,0
10267,810,31117,27088,Full-time,1,1,0,0,Villa,3,1,870,12,Pune,0,0,1,12,27928,1.7270742490016349,2.9905101940642114,2022-05-14 00:00:00,0
10268,565,52387,17228,Self-employed,1,1,0,0,Condo,1,1,1070,9,Delhi,0,0,0,12,35705,4.446048903804208,2.7724338276078875,2022-05-14 12:00:00,0
10269,644,18029,18566,Part-time,1,1,4,0,Villa,2,3,753,44,Bangalore,0,1,1,12,27048,5.204950248466438,9.348558752254345,2022-05-15 00:00:00,0
10270,690,81495,5948,Full-time,1,0,1,0,Studio,4,1,343,14,Mumbai,0,1,0,6,19231,7.134530411158886,3.008833052248291,2022-05-15 12:00:00,0
10271,795,53497,10980,Part-time,1,1,0,0,Villa,1,1,1060,8,Hyderabad,0,0,1,12,26615,6.033591403817392,5.575218245522236,2022-05-16 00:00:00,0
10272,565,24059,17431,Self-employed,0,1,4,0,Apartment,1,1,507,0,Pune,0,0,0,36,20646,6.911438541001925,4.435555988356089,2022-05-16 12:00:00,0
10273,773,31957,24945,Freelance,1,0,0,0,Studio,1,2,300,15,Hyderabad,0,0,1,12,28684,3.8084086863236797,4.831858141016174,2022-05-17 00:00:00,0
10274,680,25897,13307,Part-time,1,1,0,0,Villa,2,1,531,16,Hyderabad,0,0,0,6,20215,3.543652944593978,5.214328872108804,2022-05-17 12:00:00,0
10275,601,38280,96044,Full-time,1,1,0,0,Apartment,1,2,1230,2,Hyderabad,0,0,0,12,31822,1.0,7.23947979707739,2022-05-18 00:00:00,0
10276,716,122504,31265,Freelance,1,1,1,0,Villa,1,1,1554,9,Bangalore,0,1,1,12,28308,3.9605543165762693,4.815215331593522,2022-05-18 12:00:00,0
10277,695,25684,21438,Self-employed,1,1,0,0,Studio,2,1,428,7,Mumbai,1,1,0,12,26119,1.0,6.027445457424224,2022-05-19 00:00:00,0
10278,631,42259,6558,Self-employed,1,1,1,0,Studio,2,1,422,8,Mumbai,0,1,0,12,19408,6.634001995841663,6.47768755643799,2022-05-19 12:00:00,0
10279,685,20767,17322,Self-employed,0,1,1,0,Condo,2,2,566,8,Bangalore,0,0,1,12,26946,7.738875961436746,5.237834684987133,2022-05-20 00:00:00,0
10280,649,55579,25787,Part-time,1,1,8,0,Villa,1,2,580,1,Hyderabad,1,0,1,12,29276,4.246924758080567,4.636239423193585,2022-05-20 12:00:00,0
10281,689,45302,16892,Self-employed,0,1,0,0,Villa,3,2,847,33,Delhi,1,0,0,12,24194,3.151433908783935,7.335924333705316,2022-05-21 00:00:00,0
10282,732,105207,16425,Self-employed,1,1,0,0,Villa,2,1,300,16,Mumbai,0,1,1,12,27969,4.195496532918356,5.353147151980579,2022-05-21 12:00:00,0
10283,806,18706,16152,Full-time,1,0,1,0,Studio,1,2,520,1,Mumbai,0,0,0,24,20880,2.0398699585383735,6.060857964644763,2022-05-22 00:00:00,0
10284,580,63099,11024,Full-time,1,1,7,0,Condo,1,2,751,1,Delhi,0,1,0,12,24119,1.0,6.1201096031012945,2022-05-22 12:00:00,0
10285,850,99834,7516,Part-time,1,1,2,0,Studio,2,1,573,13,Bangalore,0,1,1,36,19769,1.0,7.253414075993023,2022-05-23 00:00:00,0
10286,523,25588,83205,Self-employed,0,1,1,0,Villa,2,1,1033,9,Hyderabad,0,1,1,12,21423,7.0954436062833155,4.014493888565107,2022-05-23 12:00:00,1
10287,667,32808,8937,Freelance,1,1,1,0,Villa,1,2,1050,16,Mumbai,0,0,1,24,28039,2.96923386801116,6.388354369505431,2022-05-24 00:00:00,0
10288,727,42302,13000,Self-employed,1,1,0,0,Condo,1,2,1177,5,Hyderabad,0,0,1,36,30889,8.140178858467676,4.104926424838448,2022-05-24 12:00:00,0
10289,702,30053,21536,Self-employed,0,1,1,0,Studio,1,1,584,11,Hyderabad,0,0,0,12,23938,7.958465543947643,5.9880342128781034,2022-05-25 00:00:00,0
10290,630,41850,4276,Freelance,1,1,0,0,Apartment,2,2,1100,17,Hyderabad,0,1,1,12,23970,1.4892369251401836,4.57113760936477,2022-05-25 12:00:00,0
10291,663,62239,53497,Self-employed,1,1,0,0,Villa,1,1,547,5,Delhi,0,0,0,12,22692,4.910290396215066,7.218436874743739,2022-05-26 00:00:00,1
10292,640,33150,40895,Freelance,1,1,0,0,Villa,2,2,957,0,Delhi,0,1,1,6,20752,2.8005363032109756,5.486005955191972,2022-05-26 12:00:00,1
10293,632,32943,6295,Full-time,1,1,2,0,Apartment,3,1,1144,29,Hyderabad,0,1,1,12,26845,4.013412470018093,6.213131341118075,2022-05-27 00:00:00,0
10294,747,44951,14382,Full-time,1,1,4,0,Apartment,1,2,1230,9,Mumbai,1,0,0,6,20209,4.371471131671345,4.7682964047020215,2022-05-27 12:00:00,0
10295,708,26388,35220,Self-employed,1,1,0,0,Condo,1,1,965,9,Mumbai,0,0,1,12,27560,4.754346538137292,4.258713279901402,2022-05-28 00:00:00,0
10296,624,27452,17750,Freelance,1,1,2,0,Condo,4,1,1098,5,Bangalore,0,1,1,12,27546,2.591677542476631,3.5020477782877752,2022-05-28 12:00:00,1
10297,751,17692,36306,Part-time,1,0,1,0,Villa,2,2,1181,1,Bangalore,0,0,0,12,35487,2.0197312751309635,3.430423077468376,2022-05-29 00:00:00,0
10298,704,35111,52527,Full-time,1,0,2,0,Villa,3,2,525,5,Mumbai,0,0,0,6,26251,4.72814130365951,8.22261565737504,2022-05-29 12:00:00,0
10299,745,51958,10091,Full-time,0,1,0,0,Apartment,2,2,801,11,Pune,0,0,1,12,26381,3.3801615815950137,3.8439913558728973,2022-05-30 00:00:00,0
10300,730,29280,25012,Self-employed,1,1,2,0,Villa,2,2,852,31,Pune,1,0,0,12,28512,3.6735224218405946,2.555008214405982,2022-05-30 12:00:00,0
10301,613,19559,7764,Freelance,1,1,0,0,Apartment,1,2,1039,1,Delhi,0,1,0,12,19403,4.326787125787679,5.62226392750368,2022-05-31 00:00:00,1
10302,635,33625,13027,Full-time,1,1,1,0,Condo,3,2,737,8,Hyderabad,0,0,2,24,24115,6.129637244952984,9.021068452306825,2022-05-31 12:00:00,0
10303,739,49894,18928,Part-time,1,1,1,0,Apartment,3,3,881,6,Delhi,1,0,2,12,27025,2.5391291276292147,4.33560356086833,2022-06-01 00:00:00,0
10304,728,40230,19979,Full-time,0,1,6,0,Apartment,2,1,1112,24,Pune,0,0,2,12,30547,4.3250299824153435,4.648972156835862,2022-06-01 12:00:00,0
10305,678,216130,9950,Self-employed,0,1,7,0,Apartment,2,2,1333,3,Hyderabad,0,0,0,12,17639,6.090705747924493,2.860826893649316,2022-06-02 00:00:00,0
10306,689,21479,27375,Part-time,1,1,0,0,Apartment,2,1,300,5,Pune,0,1,0,12,31886,4.360608982129665,3.1717853070999107,2022-06-02 12:00:00,0
10307,782,32200,6452,Freelance,1,0,2,0,Apartment,1,1,966,7,Bangalore,0,0,1,12,25085,3.245511619603792,7.9793578990348575,2022-06-03 00:00:00,0
10308,632,67740,9732,Full-time,0,1,0,0,Villa,2,1,588,0,Mumbai,0,0,1,24,32802,6.0435458571429574,5.75044047416446,2022-06-03 12:00:00,0
10309,723,20832,38200,Self-employed,0,1,1,0,Villa,1,1,1069,1,Delhi,1,1,2,12,22623,6.534112254929926,6.902663832695261,2022-06-04 00:00:00,1
10310,663,169833,10309,Self-employed,1,1,4,0,Studio,2,2,799,2,Bangalore,0,1,0,12,26683,8.419802509559545,6.004088085683176,2022-06-04 12:00:00,0
10311,662,36449,21810,Full-time,1,1,0,0,Apartment,2,1,703,10,Hyderabad,0,0,2,12,23074,3.9313640434809116,7.082220986518021,2022-06-05 00:00:00,0
10312,767,56892,56629,Part-time,1,1,7,0,Condo,3,1,555,11,Pune,0,0,1,12,23098,3.0225877645073345,7.568079663374004,2022-06-05 12:00:00,0
10313,746,36872,17806,Freelance,0,0,2,0,Apartment,2,1,810,5,Delhi,1,0,1,12,26218,8.219358732450665,5.535042601324016,2022-06-06 00:00:00,0
10314,745,82035,46196,Part-time,1,0,0,0,Studio,3,2,817,1,Delhi,0,0,1,12,26652,5.62677381979421,4.9131044049479895,2022-06-06 12:00:00,0
10315,784,15517,6987,Freelance,1,0,1,0,Villa,3,1,1057,12,Mumbai,0,1,1,12,26799,2.8636373346732844,3.211289899807923,2022-06-07 00:00:00,0
10316,681,127704,11932,Full-time,0,1,2,0,Condo,2,1,531,0,Bangalore,0,0,0,12,28551,5.806851776209069,4.7505416965543095,2022-06-07 12:00:00,0
10317,734,43711,21051,Full-time,1,1,2,1,Villa,1,2,597,1,Delhi,0,0,0,12,24812,8.28126546161007,6.319099736238725,2022-06-08 00:00:00,0
10318,655,61498,8760,Self-employed,1,1,0,0,Villa,2,1,691,0,Bangalore,0,1,0,12,28901,6.716320852668986,5.9179360348033905,2022-06-08 12:00:00,0
10319,705,20116,13042,Part-time,1,1,1,0,Apartment,2,1,981,6,Hyderabad,0,0,2,24,22131,7.248079315082898,4.7617664241491315,2022-06-09 00:00:00,0
10320,669,47562,19953,Part-time,1,1,1,0,Apartment,1,1,490,4,Mumbai,0,0,0,12,23844,5.683650593042697,7.49749909528238,2022-06-09 12:00:00,0
10321,687,16740,20278,Part-time,1,1,1,0,Condo,2,2,530,29,Hyderabad,0,0,1,12,25625,6.2490804512222375,7.04303862015038,2022-06-10 00:00:00,0
10322,727,93014,14482,Part-time,1,1,2,0,Studio,2,2,696,0,Delhi,0,0,1,12,23342,3.464159165233656,3.883318273434493,2022-06-10 12:00:00,0
